Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Planet_radius,Planet_mass,Temperature_day_K,Temperature_equilibrium_K,log10_gravity,Period,Transit_Duration,K_magnitude_brightness,Distance,Effective_temperature_star,log10_gravity_star,Transit_Flag,Catalog_Name
TOI 5619.01,,,,0.69,,828,697,,37.9985,,9.8,270.63,5839,4.182,TRUE,toi
TOI 5599.01,,,,0.55,,1951,1641,,5.4368,,10.4,547.95,6246,3.957,TRUE,toi
TOI 5543.01,,,,0.33,,1292,1087,,3.5425,,9.4,125.19,5058,4.503,TRUE,toi
TOI 5560.01,,,,0.68,,,711,,,,9.8,408.27,6782,4.053,TRUE,toi
TOI 5617.01,,,,1.08,,1874,1576,,3.1542,,12.1,760,5772,4.182,TRUE,toi
TOI 5611.01,,,,0.21,,796,669,,11.363,,10.6,191.34,4741,4.543,TRUE,toi
TOI 5625.01,,,,0.93,,2562,2155,,3.4645,,8.3,260.35,6351,3.78,TRUE,toi
TOI 1842.01,,,,1.12,,1650,1388,,9.574,,8.4,223.46,6115,3.876,TRUE,toi
TOI 5576.01,,,,0.84,,3118,2622,,1.2833,,12.2,974.62,8055,4.49,TRUE,toi
TOI 5604.01,,,,0.62,,1366,1149,,11.1802,,10.3,373.53,6413,4.214,TRUE,toi
HD 11343 c,,,,1.24,0.804,732,615,3.113,228.5373,,5.3,155.12,4709,2.7,FALSE,nexsci
HD 122562 c,,,,0.9,0.23,657,553,2.845,84.9628,,5.5,53.25,4956,,FALSE,nexsci
TOI-5153 b,0.003,0.024,0.008,1.06,3.26,1075,904,3.857,20.33,4.87,10.4,390.48,6300,4.3,TRUE,nexsci
GJ 3512 c,,,,0.83,0.2,58,49,2.855,1599.6,,8.7,9.49,3081,5.16,FALSE,nexsci
HD 150010 b,,,,1.18,2.4,810,681,3.631,562,,3.2,144.49,4153,2.1,FALSE,nexsci
TOI-3629 b,0.001,0.032,0.092,0.74,0.26,829,697,3.071,3.9366,2.2,10.6,130.09,3870,4.67,TRUE,nexsci
TOI-3714 b,0.006,0.095,0.1,1.01,0.7,912,767,3.231,2.1548,1.66,10.9,112.71,3660,4.75,TRUE,nexsci
HD 28109 c,0,0.003,0.12,0.38,0.02499,761,640,2.639,56.0082,8.973,8.2,139.61,6120,4.13,TRUE,nexsci
HD 11112 b,,,,1.12,8.176,112,94,4.208,17244.9076,,5.6,44.38,5906,4.13,FALSE,nexsci
HD 174205 b,,,,1.16,4.2,977,822,3.889,582,,3.6,234.03,4308,1.8,FALSE,nexsci
HD 105618 b,,,,0.48,0.08,1215,1022,2.926,10.0224,,7,70.08,5671,4.23,FALSE,nexsci
HD 190228 b,,,,1.15,5.03,319,268,3.974,1143.5986,,5.4,62.71,5360,4.02,FALSE,nexsci
HD 260655 c,0,0.005,0.134,0.14,0.00972,664,558,3.108,5.7059,0.98,5.9,10.01,3803,5.2,TRUE,nexsci
HD 12235 c,,,,1.11,9.866,98,82,4.298,36336.7068,,4.5,31.76,5986,3.97,FALSE,nexsci
TOI-1422 b,0.001,0.008,0.105,0.35,0.02832,1029,865,2.751,12.9972,4.52,9.2,155.14,5840,4.41,TRUE,nexsci
GJ 3090 b,0,0.011,0.174,0.19,0.01051,827,695,2.858,2.8531,1.281,7.3,22.48,3556,4.73,TRUE,nexsci
Gaia-2 b,0.136,0.187,0.162,1.32,0.817,1563,1314,3.064,3.6915,2.7208,9.7,209.23,5720,4.37,TRUE,nexsci
HD 19615 b,,,,1.12,8.5,1325,1114,4.225,402,,3.1,265.15,4263,1.4,FALSE,nexsci
NGTS-20 b,0,0.008,0.005,1.07,2.98,818,688,3.81,54.1891,4.55,9.8,382.9,5980,3.8,TRUE,nexsci
TOI-4479 b,0.002,0.011,0.055,0.25,0.0263,1021,859,3.011,1.1589,1.1689,10.6,80.65,3400,4.5,TRUE,nexsci
HD 33142 d,,,,0.83,0.2,875,736,2.855,89.9,,5.8,121.38,5025,3.38,FALSE,nexsci
HD 28109 d,0,0.001,0.07,0.29,0.01787,659,554,2.722,84.26,10.13,8.2,139.61,6120,4.13,TRUE,nexsci
KOI-984 b,0.003,0.011,0.052,0.38,0.0537,1225,1030,2.956,4.2882,1.49,10,252.67,5295,4.54,TRUE,nexsci
KOI-984 c,,,,1.25,0.6601,718,604,3.02,21.512,,10,252.67,5295,4.54,FALSE,nexsci
Gaia-1 b,,,,1.23,1.68,1520,1278,3.44,3.0525,,11.3,363.66,5470,4.44,TRUE,nexsci
TOI-1107 b,0.278,0.162,0.029,1.3,3.35,2056,1729,3.691,4.0782,4.8396,9.2,281.31,6311,4.05,TRUE,nexsci
HD 83443 c,,,,1.21,1.5,107,90,3.405,8241,,6.4,40.9,5442,4.39,FALSE,nexsci
TOI-1272 c,,,,0.5,0.08401,908,764,2.922,8.689,,9.7,137.57,4985,4.55,FALSE,nexsci
CoRoT-7 d,,,,0.38,0.05393,,,2.957,8.966,,9.8,159.91,5250,4.57,FALSE,nexsci
TOI-1272 b,0.004,0.014,0.041,0.37,0.0774,1252,1053,3.149,3.316,1.494,9.7,137.57,4985,4.55,TRUE,nexsci
TOI 5691.01,,,,0.55,,,0,,3.3895,,11.6,483.68,5657,,TRUE,toi
TOI 5628.01,,,,,,,662,,4.3415,,11.9,110.03,3427,,TRUE,toi
TOI 5668.01,,,,0.36,,1738,1462,,4.1753,,9.8,295.29,5686,4.122,TRUE,toi
TOI 2081.01,,,,0.17,,562,473,,10.5054,,9.5,62.34,3742,4.724,TRUE,toi
TOI 5629.01,,,,0.35,,1595,1341,,2.2854,,9.3,132.99,5299,4.483,TRUE,toi
TOI 1840.01,,,,1.28,,1607,1351,,7.8456,,9.1,240.73,6266,4.089,TRUE,toi
TOI 5671.01,,,,1.07,,692,582,,3.308,,12.4,167.24,3380,4.819,TRUE,toi
TOI 5687.01,,,,0.76,,1257,1057,,2.9244,,9.9,153.89,4803,4.56,TRUE,toi
TOI 5649.01,,,,1.35,,1729,1454,,4.7519,,11.3,649.89,5676,4.052,TRUE,toi
TOI 1659.02,,,,0.11,,1609,1353,,3.3986,,8.7,122.49,5977,4.474,TRUE,toi
TOI 5697.01,,,,0.2,,1099,924,,6.2183,,9.6,150.23,5554,4.641,TRUE,toi
TOI 2134.02,,,,0.7,,,471,,,,6.1,22.62,4406,4.504,TRUE,toi
TOI 5686.01,,,,1.4,,1568,1319,,4.2366,,11,394.43,5408,4.194,TRUE,toi
TOI 5660.01,,,,1.03,,1377,1158,,4.8184,,12,622.41,5192,4.265,TRUE,toi
TOI 5669.01,,,,1.08,,2093,1760,,3.6767,,11.2,700.55,5900,3.945,TRUE,toi
TOI 5670.01,,,,1.37,,,1267,,14.6169,,,347.62,6242,,TRUE,toi
TOI 5653.01,,,,0.37,,1284,1080,,7.4993,,12,593.73,6038,4.428,TRUE,toi
TOI 5640.01,,,,1.52,,853,717,,13.0518,,10.7,257.57,5269,4.55,TRUE,toi
TOI 5631.01,,,,1.28,,2226,1872,,2.2438,,8.6,162,6458,4.311,TRUE,toi
TOI 5663.01,,,,0.71,,533,449,,45.0854,,11.9,383.71,5013,4.548,TRUE,toi
TOI 5654.01,,,,0.49,,1425,1198,,4.2528,,10.4,253.02,5318,4.327,TRUE,toi
TOI 5648.01,,,,0.87,,787,661,,3.3079,,11.6,163.24,3571,4.727,TRUE,toi
TOI 5682.01,,,,1.41,,2117,1780,,3.116,,12.2,974.6,6098,4.089,TRUE,toi
TOI 5633.01,,,,0.57,,979,823,,17.2837,,10.1,265.92,5600,4.267,TRUE,toi
TOI 2109.01,,,,1.4,,3834,3224,,0.6725,,9.1,262.04,6647,4.123,TRUE,toi
TOI 5650.01,,,,0.52,,824,693,,34.2826,,11.6,568.47,6145,4.356,TRUE,toi
TOI 5674.01,,,,1.21,,1602,1347,,3.5772,,11.1,392.79,5849,4.408,TRUE,toi
TOI 5667.01,,,,1.22,,706,594,,19.5111,,11.9,390.19,4952,4.523,TRUE,toi
TOI 2016.03,,,,0.29,,675,568,,25.337,,9.2,115.83,5175,4.535,TRUE,toi
TOI 5683.01,,,,1.53,,1337,1124,,0.7748,,12.4,,3448,4.614,TRUE,toi
TOI 5703.01,,,,0.6,,1106,930,,10.1693,,9.1,146.96,5856,4.45,TRUE,toi
TOI 5636.01,,,,0.36,,1307,1099,,4.2744,,10.2,207.62,5405,4.505,TRUE,toi
TOI 5696.01,,,,0.28,,170,143,,1637.2651,,7.9,66.45,5271,4.556,TRUE,toi
TOI 5673.01,,,,1.15,,1707,1435,,2.8386,,11.2,398.28,5878,4.441,TRUE,toi
TOI 5665.01,,,,1.19,,2651,2229,,2.2465,,12.5,1443.94,6064,3.875,TRUE,toi
TOI 5675.01,,,,1.39,,1398,1176,,4.0549,,10.2,213.98,5327,4.389,TRUE,toi
TOI 5664.01,,,,0.89,,1870,1572,,3.8864,,11.5,701.94,5436,3.949,TRUE,toi
TOI 5695.01,,,,0.84,,709,597,,2.2233,,11.6,100.03,3157,4.865,TRUE,toi
TOI 5646.01,,,,0.54,,2497,2100,,2.4277,,10,429.22,5999,3.913,TRUE,toi
TOI 5699.01,,,,0.97,,1125,946,,22.0183,,9.6,304.74,5901,3.988,TRUE,toi
TOI 5702.01,,,,0.37,,2120,1783,,3.1291,,9,222.81,6236,4.13,TRUE,toi
TOI 5692.01,,,,1.11,,1812,1523,,1.693,,11,306.4,5250,4.417,TRUE,toi
TOI 5635.01,,,,0.47,,768,646,,25.0577,,12,488.88,5954,4.593,TRUE,toi
TOI 5637.01,,,,0.51,,1082,910,,17.7916,,10.9,489.5,5803,4.145,TRUE,toi
TOI 5677.01,,,,0.82,,1666,1401,,3.848,,8.6,137.2,6153,4.401,TRUE,toi
TOI 5644.01,,,,0.66,,1089,916,,6.6403,,10.6,256.12,5260,4.513,TRUE,toi
TOI 5689.01,,,,1.34,,1541,1296,,3.33,,12.2,591.97,5794,4.499,TRUE,toi
TOI 5666.01,,,,1.47,,1590,1337,,5.4684,,11.9,777.76,5526,4.064,TRUE,toi
TOI 5642.01,,,,1.03,,1451,1220,,10.2682,,12.1,1004.08,6181,4.082,TRUE,toi
TOI 5638.01,,,,0.25,,2474,2081,,1.0035,,10.3,276.04,5601,4.305,TRUE,toi
TOI 5698.01,,,,0.83,,1930,1623,,2.3469,,10.4,301.64,5901,4.346,TRUE,toi
TOI 5627.01,,,,1.11,,927,779,,7.5576,,10.6,193.53,4894,4.576,TRUE,toi
TOI 5661.01,,,,1.07,,1465,1232,,2.8329,,11.7,414.66,5447,4.56,TRUE,toi
TOI 5684.01,,,,1.43,,2128,1789,,1.1,,11.2,340.9,5644,4.528,TRUE,toi
TOI 5641.01,,,,0.68,,835,702,,2.1808,,12.2,216,3379,4.758,TRUE,toi
TOI 5647.01,,,,0.96,,1557,1309,,4.0134,,11.2,415.29,5935,4.42,TRUE,toi
TOI 5680.01,,,,1.13,,1223,1029,,3.3575,,11.6,306.78,5013,4.611,TRUE,toi
TOI 4329.01,,,,1.86,,2635,2216,,2.9225,,10.6,717.13,5520,3.548,TRUE,toi
TOI 5679.01,,,,1.68,,2632,2213,,1.6622,,10.3,420.72,6152,4.092,TRUE,toi
TOI 5696.02,,,,0.24,,627,528,,32.4296,,7.9,66.45,5271,4.556,TRUE,toi
TOI 5700.01,,,,0.17,,1652,1389,,1.7813,,9.2,121.96,5329,4.577,TRUE,toi
TOI 5643.01,,,,0.84,,917,771,,17.1101,,11.3,409.36,5835,4.465,TRUE,toi
TOI 5655.01,,,,0.2,,510,429,,29.121,,8.9,71.81,4248,4.559,TRUE,toi
TOI 5639.01,,,,0.25,,1139,958,,3.3957,,10.9,211.15,4479,4.509,TRUE,toi
TOI 5693.01,,,,,,,481,,2.89,,9.7,34.32,,,TRUE,toi
TOI 5681.01,,,,0.95,,1915,1610,,1.1041,,11.4,336.07,4974,4.461,TRUE,toi
TOI 5658.01,,,,1.05,,1059,890,,1.6064,,12.2,295.01,3507,4.624,TRUE,toi
TOI 5676.01,,,,1.15,,1206,1014,,3.5062,,9.2,100.85,4906,4.569,TRUE,toi
TOI 1836.02,,,,0.24,,2634,2215,,1.7728,,8.5,191.65,6351,4.12,TRUE,toi
TOI 5656.01,,,,0.49,,1392,1171,,3.2488,,11.1,302.3,5149,4.459,TRUE,toi
TOI 5672.01,,,,0.97,,1419,1194,,3.0391,,10.1,199.17,5316,4.526,TRUE,toi
TOI 5659.01,,,,1.47,,1552,1305,,6.2231,,12.1,803.47,5845,4.141,TRUE,toi
TOI 1237.02,,,,0.27,,1632,1372,,6.2388,,9.5,243.25,6212,4.177,TRUE,toi
TOI 5688.01,,,,0.84,,856,720,,2.948,,12,226.32,3588,4.67,TRUE,toi
TOI 5645.01,,,,0.64,,1529,1285,,4.5362,,11.4,473.18,5621,4.275,TRUE,toi
TOI 5678.01,,,,0.46,,448,377,,119.3355,,9.6,165.39,5516,4.477,TRUE,toi
TOI 5662.01,,,,0.24,,979,824,,2.3144,,9.7,88.75,3687,4.633,TRUE,toi
TOI 5694.01,,,,1.51,,1189,999,,1.1545,,12.1,276.65,3543,4.631,TRUE,toi
TOI 5632.01,,,,0.63,,1223,1028,,4.2342,,9.6,141.84,5062,4.497,TRUE,toi
TOI 5652.01,,,,0.79,,1185,996,,18.2599,,12.3,1038.26,6230,4.117,TRUE,toi
TOI 5651.01,,,,0.62,,1506,1266,,10.6893,,11.4,817.48,5887,3.895,TRUE,toi
TOI 5634.01,,,,0.86,,960,807,,2.2055,,12.9,306.14,3770,4.714,TRUE,toi
TOI 5690.01,,,,1.41,,1523,1280,,10.4996,,11.9,968.28,6289,4.021,TRUE,toi
TOI 5657.01,,,,0.57,,1750,1472,,0.8038,,11.7,292.43,4708,4.693,TRUE,toi
TOI 2112.02,,,,0.5,,635,534,,155.8237,,6.7,86.11,7184,4.247,TRUE,toi
TOI 5685.01,,,,1.38,,2140,1799,,2.341,,10.1,322.11,6090,4.232,TRUE,toi
TOI 5701.01,,,,0.22,,1025,862,,15.0766,,9.5,195.79,6149,4.452,TRUE,toi
TOI 5630.01,,,,0.21,,1460,1228,,3.2211,,9.2,134.05,5382,4.468,TRUE,toi
TOI 1272.01,,,,0.41,,1273,1071,,3.316,,9.7,137.57,4987,4.539,TRUE,toi
HD 127506 b,,,,0.51,0.086,423,356,2.92,65.784,,6.1,22.53,4595,4.57,FALSE,nexsci
NGTS-21 b,0.077,0.078,0.017,1.33,2.36,1613,1356,3.519,1.5434,1.95,13,592.89,4660,4.63,TRUE,nexsci
HD 18599 b,0.004,0.02,0.042,0.23,0.07583,1182,994,3.543,4.1374,1.8455,6.9,38.57,5145,4.54,TRUE,nexsci
KIC 3526061 b,,,,1.08,18.15,296,249,4.586,3552,,7.8,401.23,4829,3.09,FALSE,nexsci
HD 12235 b,,,,0.29,0.033,1982,1667,2.994,4.3631,,4.5,31.76,5986,3.97,FALSE,nexsci
HD 16905 b,,,,1.11,11.3,83,69,4.357,10256,,7.1,39.74,4866,4.56,FALSE,nexsci
TOI-1468 b,,,,0.11,0.0101,,682,3.285,1.8805,1.1912,8.5,24.74,3496,5,TRUE,nexsci
HD 168863 b,,,,1.13,6.78,75,63,4.119,14773.9327,,7,39.9,4905,4.56,FALSE,nexsci
OGLE-2019-BLG-1470L AB c,,,,1.19,2.2,,,3.586,,,,5900,,,FALSE,nexsci
HD 73267 c,,,,1.15,5.131,84,71,3.983,17071.7804,,7.1,50.41,5317,4.28,FALSE,nexsci
K2-413 b,,,,0.07,0.00114,1826,1535,2.786,0.8094,,11.9,285.16,4116,4.66,TRUE,nexsci
KMT-2021-BLG-1303L b,,,,1.21,0.38,,,2.808,,,,6280,,,FALSE,nexsci
GJ 2030 c,,,,1.1,12.803,115,97,4.419,25533.1135,,4.4,37.08,5485,3.72,FALSE,nexsci
K2-414 b,,,,0.11,0.00622,964,811,3.113,4.3696,,11.4,260.04,4343,4.62,TRUE,nexsci
TOI-712 c,0,0,0.06,0.24,0.0244,439,369,3.018,51.6991,4.843,8.3,58.62,4622,4.65,TRUE,nexsci
HD 125271 b,,,,1.11,10.904,71,60,4.341,14901.9929,,7.1,39.35,4704,4.56,FALSE,nexsci
HD 80883 b,,,,1.14,5.5,105,88,4.021,6383.7835,,6.5,34.6,5178,4.56,FALSE,nexsci
HD 217958 b,,,,1.27,0.524,202,170,2.906,2560.1977,,6.5,61.8,5931,4.23,FALSE,nexsci
HD 56957 b,,,,1.14,5.918,173,146,4.053,5859.0899,,6,61.49,5743,3.95,FALSE,nexsci
GJ 9714 b,,,,1.12,9.403,57,48,4.269,19240.7547,,6.2,20.51,4263,4.62,FALSE,nexsci
HD 93351 b,,,,0.15,0.011,1581,1330,3.078,2.4595,,7.3,56.16,5408,4.49,FALSE,nexsci
HD 25912 b,,,,0.62,0.12,690,580,2.894,41.8316,,6.7,49.17,5921,4.48,FALSE,nexsci
HD 93351 c,,,,1.1,13.07,89,74,4.428,14010.2941,,7.3,56.16,5408,4.49,FALSE,nexsci
TOI-5398 b,,,,1.04,,,919,,10.5909,4.105,8.7,130.85,6017,4.44,TRUE,nexsci
HD 43197 c,,,,1.12,7.868,108,91,4.192,9295.9735,,7.2,62.41,5508,4.37,FALSE,nexsci
HD 23472 e,0,0.001,0.037,0.07,0.00227,868,730,3.024,7.9075,2.48,7.2,39.03,4684,4.53,TRUE,nexsci
HD 18143 c,,,,1.11,9.998,65,55,4.303,28982.4176,,5.4,22.52,5078,4.51,FALSE,nexsci
HD 153557 d,,,,1.06,27.454,52,44,4.782,40654.6481,,5.5,17.94,4837,4.59,FALSE,nexsci
HD 93963 A c,0.016,0.021,0.054,0.29,0.06041,1596,1342,3.257,3.6451,2.268,7.8,82.34,5987,4.49,TRUE,nexsci
TOI-3540 A b,0.419,0.358,0.302,2.1,1.18,1784,1500,2.822,3.12,1.7647,9.8,,5810,4.29,TRUE,nexsci
GJ 680 b,,,,1.07,25.1,44,37,4.735,17281.6651,,5.8,9.67,3563,4.77,FALSE,nexsci
HD 153557 c,,,,0.39,0.055,721,606,2.955,15.2702,,5.5,17.94,4837,4.59,FALSE,nexsci
HD 140901 b,,,,0.36,0.049,1075,904,2.965,9.0238,,4.3,15.25,5610,4.46,FALSE,nexsci
HD 56414 b,0.001,0.005,0.04,0.33,0.0418,1347,1133,2.976,29.0499,7.58,8.8,272.22,8500,4.26,TRUE,nexsci
TOI-2025 b,0.02,0.047,0.009,1.06,3.6,1387,1166,3.899,8.8721,3.617,10,335.99,5977,4.19,TRUE,nexsci
HD 203387 b,,,,1.17,3.48,726,610,3.799,512.5352,,2.2,61.75,5174,,FALSE,nexsci
HD 151450 c,,,,1.15,5.148,101,85,3.984,18144.7624,,6.1,43.6,6092,4.36,FALSE,nexsci
TOI-1452 b,0,0,0.036,0.15,0.01517,391,329,3.229,11.062,1.7588,9.7,30.52,3185,4.95,TRUE,nexsci
HIP 19976 c,,,,1.06,29.89588,64,54,4.819,17128.3528,,7.4,40.27,4316,4.49,FALSE,nexsci
HD 62364 b,,,,1.08,18.77,171,144,4.601,5138,,6,53.11,6255,4.14,FALSE,nexsci
HD 203387 c,,,,1.13,7.485,429,361,4.162,2481.0723,,2.2,61.75,5174,,FALSE,nexsci
HD 205158 b,,,,1.24,0.392,1146,964,2.801,25.338,,6.5,86.62,6134,3.96,FALSE,nexsci
KMT-2021-BLG-0171L b,,,,0.3,0.03524,,,2.99,,,,4600,5200,,FALSE,nexsci
HD 97037 b,,,,1.08,21.105,144,121,4.652,6449.0834,,5.3,32.41,5874,4.26,FALSE,nexsci
GJ 3222 b,,,,0.3,0.036,964,810,2.988,10.6667,,4.8,18.24,5257,4.43,FALSE,nexsci
HD 217786 c,,,,0.23,0.023,2032,1708,3.021,2.5222,,6.4,55.48,5966,4.28,FALSE,nexsci
TOI-3757 b,0.003,0.055,0.181,1.07,0.26838,901,758,2.763,3.4388,1.6681,11.2,181.14,3913,4.68,TRUE,nexsci
HD 142 A d,,,,0.97,0.26,620,522,2.835,108.453,,4.5,26.19,6273,4.26,FALSE,nexsci
HD 29985 b,,,,1.14,5.473,55,47,4.019,20608.1405,,7,31.27,4678,4.79,FALSE,nexsci
HD 81817 c,,,,1.07,22.609,1591,1338,4.69,622.978,,0.8,269.13,4043,1.3,FALSE,nexsci
HD 199509 b,,,,0.66,0.136,488,411,2.885,99.6217,,5.4,24.31,5796,4.51,FALSE,nexsci
CoRoT-36 b,0.083,0.069,0.079,1.41,0.68,1852,1557,2.928,5.6165,4.98,11.6,925.96,6730,4.16,TRUE,nexsci
HIP 55507 b,,,,1.12,8.135,90,76,4.206,5138.4373,,6.6,25.49,4171,4.53,FALSE,nexsci
HD 62549 b,,,,1.12,8.519,110,92,4.226,14306.8852,,6.3,49.33,5930,4.29,FALSE,nexsci
TOI-2421 b,0.086,0.066,0.081,0.93,0.333,1825,1535,2.984,4.3474,4.8624,9.7,327.93,5607,4,TRUE,nexsci
TOI-2567 b,0.033,0.04,0.097,0.97,0.201,1614,1357,2.719,5.9839,5.4576,10.7,504.77,5611,4.04,TRUE,nexsci
HD 213519 b,,,,0.27,0.029,1106,930,3.004,11.1221,,6.1,41,5840,4.39,FALSE,nexsci
HIP 35965 b,,,,1.12,8.149,58,49,4.207,26125.565,,7.7,50.17,4836,4.64,FALSE,nexsci
HD 115404 A b,,,,0.54,0.097,829,697,2.911,10.4949,,4.4,10.98,5019,4.63,FALSE,nexsci
HD 62364 c,,,,1.07,24.93,70,59,4.732,74839.9456,,6,53.11,6255,4.14,FALSE,nexsci
HD 149806 b,,,,1.1,12.597,82,69,4.412,16521.5278,,5.2,20.27,5352,4.51,FALSE,nexsci
HD 111232 c,,,,1.08,18.063,72,61,4.584,26472.4462,,5.9,28.96,5494,4.5,FALSE,nexsci
GJ 3929 c,,,,0.2,0.01797,386,324,3.042,15.04,,7.9,15.81,3384,4.89,FALSE,nexsci
GJ 896 A b,,,,1.19,2.26,150,126,3.597,284.39,,5.3,6.26,3345,4.83,FALSE,nexsci
HD 115404 A c,,,,1.11,10.319,73,61,4.317,15319.2252,,4.4,10.98,5019,4.63,FALSE,nexsci
HD 153557 b,,,,0.42,0.064,921,775,2.944,7.299,,5.5,17.94,4837,4.59,FALSE,nexsci
HD 88072 b,,,,1.12,7.903,90,76,4.194,18538.7929,,6,35.91,5785,4.43,FALSE,nexsci
HD 140901 c,,,,1.2,1.8,91,77,3.491,14386,,4.3,15.25,5610,4.46,FALSE,nexsci
HD 72659 c,,,,1.08,18.806,110,93,4.602,18207.721,,6,51.89,5932,4.09,FALSE,nexsci
KMT-2020-BLG-0414L b,,,,0.09,0.00302,,,2.975,,,,800,,,FALSE,nexsci
HD 155918 c,,,,1.14,5.909,92,77,4.052,17202.1945,,5.5,27.56,5772,4.43,FALSE,nexsci
TOI-3693 b,0.004,0.068,0.083,1.12,1.02,951,800,3.301,9.0885,3.5568,10.2,176.44,5321,4.58,TRUE,nexsci
TOI-2570 b,0.107,0.108,0.08,1.22,0.82,1697,1427,3.137,2.9888,3.0065,10.9,361.86,5771,4.38,TRUE,nexsci
TOI-2196 b,0.028,0.012,0.018,0.31,0.08181,2204,1854,3.316,1.1947,1.504,10.3,259.95,5634,4.42,TRUE,nexsci
HD 105618 c,,,,1.07,26.491,61,52,4.759,77114.0716,,7,70.08,5671,4.23,FALSE,nexsci
TOI-1820 b,0.075,0.087,0.022,1.14,2.3,1636,1376,3.642,4.8607,2.92,9.5,248.5,5734,4.24,TRUE,nexsci
GJ 2030 b,,,,0.18,0.015,2553,2147,3.055,2.3813,,4.4,37.08,5485,3.72,FALSE,nexsci
HD 11506 d,,,,1.13,7.383,113,95,4.156,14723.5745,,6.2,51.26,6183,4.43,FALSE,nexsci
TOI-712 d,0,0,0.049,0.22,0.021,372,313,3.028,84.8396,5.702,8.3,58.62,4622,4.65,TRUE,nexsci
TOI-2193 A b,0.452,0.239,0.189,1.77,0.94,2100,1766,2.871,2.1226,1.6469,10.4,337.06,5966,4.28,TRUE,nexsci
HD 80913 b,,,,1.07,23.614,140,118,4.709,10839.8334,,6.1,61.36,6013,4.05,FALSE,nexsci
TOI 5747.01,,,,0.13,,1285,1080,,0.5735,,8.4,28.53,3466,4.808,TRUE,toi
TOI 5800.01,,,,0.25,,1349,1134,,2.6283,,7.2,42.91,4821,4.506,TRUE,toi
TOI 5714.01,,,,0.26,,1139,958,,7.7785,,9.3,141.49,5610,4.469,TRUE,toi
TOI 5802.01,,,,1.3,,1880,1581,,2.7161,,10.9,398.51,5962,4.328,TRUE,toi
TOI 5758.01,,,,1.05,,988,831,,10.93,,12.3,592.29,5555,4.5,TRUE,toi
TOI 5762.01,,,,1.01,,1583,1331,,3.9461,,11.7,527,5770,4.345,TRUE,toi
TOI 5775.01,,,,0.64,,804,676,,2.4369,,12.7,190.46,3550,4.82,TRUE,toi
TOI 5718.01,,,,0.24,,159,133,,716.8427,,8.8,65.97,3922,4.592,TRUE,toi
TOI 5794.01,,,,1.33,,2074,1744,,1.4857,,12.6,720.75,5781,4.446,TRUE,toi
TOI 5707.01,,,,0.15,,1741,1464,,2.0364,,8.7,108.1,5553,4.488,TRUE,toi
TOI 5733.01,,,,0.25,,864,727,,8.2752,,9.3,102.46,4389,4.434,TRUE,toi
TOI 5788.01,,,,0.18,,847,713,,16.2134,,8.6,97.61,5664,4.577,TRUE,toi
TOI 5793.01,,,,1.63,,2341,1968,,2.694,,9.7,348.18,6479,4.124,TRUE,toi
TOI 5745.01,,,,0.2,,,161,,,,8.5,78.34,5098,4.612,TRUE,toi
TOI 5711.01,,,,0.2,,529,445,,16.3037,,9.4,85.34,3729,4.6,TRUE,toi
TOI 5706.01,,,,0.3,,2790,2346,,0.3576,,9.1,120.48,4426,4.232,TRUE,toi
TOI 5765.01,,,,0.84,,1883,1583,,3.878,,10.4,371.79,5798,4.064,TRUE,toi
TOI 5778.01,,,,0.81,,715,602,,6.0962,,11.9,236.52,3769,4.652,TRUE,toi
TOI 5717.01,,,,0.29,,231,194,,741.3381,,9.8,157.15,5479,4.554,TRUE,toi
TOI 5730.01,,,,0.13,,912,767,,1.9271,,8.9,40.99,3572,4.769,TRUE,toi
TOI 5716.01,,,,0.09,,451,379,,6.7663,,10.8,39.41,3331,5.021,TRUE,toi
TOI 5799.01,,,,0.18,,633,533,,4.1645,,9,27.81,3521,4.88,TRUE,toi
TOI 5784.01,,,,0.5,,1691,1422,,8.68,,9.2,309.39,6521,4.025,TRUE,toi
TOI 5719.01,,,,0.23,,,222,,,,8.9,155.48,6347,4.452,TRUE,toi
TOI 5740.01,,,,0.12,,1470,1236,,1.6894,,10.3,168.06,4552,4.501,TRUE,toi
TOI 5735.01,,,,0.07,,628,528,,2.1208,,9.8,22.91,3222,5.045,TRUE,toi
TOI 5796.01,,,,1.51,,1832,1541,,1.743,,10.3,213.28,5529,4.482,TRUE,toi
TOI 5756.01,,,,0.84,,603,507,,7.6409,,11.7,,3517,4.688,TRUE,toi
TOI 5725.01,,,,0.24,,152,128,,746.9545,,9.4,78.93,3933,4.632,TRUE,toi
TOI 5771.01,,,,1,,1692,1422,,6.6867,,11.8,864.09,5839,3.948,TRUE,toi
TOI 5723.01,,,,1.15,,450,379,,170.6465,,11.8,575.83,5695,4.321,TRUE,toi
TOI 3536.01,,,,,,,1304,,1.8533,,11.7,777.75,,,TRUE,toi
TOI 5729.01,,,,0.35,,145,122,,554.499,,10.7,81.24,3870,4.805,TRUE,toi
TOI 5755.01,,,,0.9,,1305,1097,,5.4397,,11.5,444.48,5188,4.288,TRUE,toi
TOI 5721.01,,,,0.3,,266,224,,729.4823,,9,140.08,5881,4.46,TRUE,toi
TOI 5743.01,,,,0.8,,1038,873,,7.6602,,9.3,127.43,5250,4.51,TRUE,toi
